would recommend,pos,
price expensive review competitive,neg,
ask statement call write email till todate,neg,
employee sound job fast,pos,
staff excellent friendly efficient,pos,
autoxpress incessant happy customer service excellent,pos,
autoxpress incessant,pos,
keep congratulation,pos,
auto express employee fast,pos,
incessant comfortable service town,pos,
online bank transaction stop work,neg,
constant issue every single month one line another,neg,
quick troubleshoot give advice,pos,
profession friendly staff,pos,
new group much,neg,
happy reception service work price reduction,neg,
happy wait period one,neg,
consider free alignment tyre,neg,
great food,pos,
sound food,pos,
first deliverytime bad,pos,
inform staff,pos,
inform staff awesome customer service,pos,
service john nyaga,pos,
like group fast,neg,
statement give upto,neg,
zamara real improve communication,neg,
staff commit,pos,
make team,pos,
incessant get pay flexible,pos,
amaze service,pos,
incessant recieved,pos,
great service incessant,pos,
customer care service top notch explanation various option,pos,
delay issue,neg,
customer service perfect service quick excellent,pos,
balance nozzle free though,neg,
far sound go comfortable,pos,
fast service profession staff,pos,
price ofspares consider give,neg,
perfec servicest friendly,pos,
staff experience go beyond normal routine,pos,
staff experience,pos,
great job,pos,
comfortable place auto,pos,
sound communication advise,pos,
guy know,pos,
first time service content offer,pos,
comprehensive service n one stop shop,pos,
get additional advice,pos,
value money service okay staff sound,pos,
amaze staff quality service review price dowm,pos,
mechanic seem kno work,pos,
warm welcome,pos,
price fair reduce accommodate customer,pos,
price bite luxurious reduce price oil,neg,
love love much love much much love,pos,
honda insight suspension avail stock,neg,
consider mechanic ability fix minor mechanics issue,neg,
great customer service keep come back,pos,
even though wait query ask,pos,
excellent staff handle customer,pos,
satisfy service renderd recommend,pos,
meet brain first time seem helpful kine person,pos,
great customer care,pos,
far love,pos,
nice experience shop,pos,
first time naivasha branch buy tyre service,pos,
information give,pos,
sound customer approach service delivery,pos,
director rude arrogant know speak email customer,neg,
dedicate staff,pos,
efficient service westlands,neg,
general impress ambience,pos,
previous purchase still give sound service,pos,
excellent round,pos,
sound customer experience competitive price product,pos,
would recommend wait area,neg,
love naivasha,pos,
nishma team,pos,
thank sound customer service,pos,
incessant service vehicle autoxpress,pos,
personnel customer,pos,
lounge provide suit environment,pos,
tea coffee taste sound,pos,
affect value money anticipate,neg,
pirelli tyre buy dec,neg,
yaayyaay happy happy,pos,
would glad refer auto,pos,
efficiency make happy,pos,
technician professioanall,pos,
excellent service delivery fast perfect,pos,
new customer real like service,pos,
jw seagon historic sound Aesculapius insurance,pos,
pink team,pos,
speed issue handle sound feedback,pos,
serve excellent way compare organization render service general happy eervuces,pos,
excellent customer service staff profession ready provide guidance need,pos,
proactive sale personnel give,pos,
value money service fair price,pos,
incessant sound service every time,pos,
sound advice give technician,pos,
recommend include,neg,
floor staff know job comfortable,pos,
sound customer relation,pos,
excellent customer service skillls,pos,
luxurious level technology plus service,pos,
service ok everything else,pos,
improve communication progress,neg,
glad get discount,pos,
keep george,pos,
staff friendly give al information require,pos,
product variety avail,pos,
happy serve hop get value since,pos,
happy serve hop get value since first time,pos,
give full report work do,neg,
improve speed,neg,
simple client couple year even credit account,pos,
incessant happy keep come,pos,
customer happy service come treat comfortable,pos,
minimum interaction far sound,pos,
whenever ask information,pos,
promise heaven deliver space,neg,
service ok cold get cup tea happy staff friendly,pos,
everything service ok think anything need improve keep,pos,
never experience,pos,
delight third service receive,pos,
experience nexus,pos,
hebdomadal although time get hold work un participate,pos,
quite unique work,pos,
enjoy value customer,pos,
excellent job,pos,
especial veronicah george sound reception,pos,
okay service,neg,
keep spirit,pos,
fast guy,pos,
excellent service incessant come back zion,pos,
customer relationship technician excellent,pos,
sound team nyali,pos,
welcome team great get information,pos,
technology team marvelous understand,pos,
last saw team high qualify individual,pos,
happy satisfy service render,pos,
staff auto,neg,
field replacement unit part,neg,
response time email short issue address seasonable fashion,pos,
awesome customer service,pos,
comfortable auto care,pos,
comfortable auto care great customer service professionalism team outstanding,pos,
excellent team,pos,
give discount repeat customer,neg,
friendly welcome,pos,
love serve nanyuki branch incessant,pos,
happy castomer service especial beatrice hellen jacob edmond guy give star service year visit,pos,
first year service jw seagon far sound,pos,
love service june keep,pos,
talk friend come,pos,
excellent response keep,pos,
first time customer high impress service receive naivasha outlet,pos,
thanksgood coffee,pos,
sound job nice coffee,pos,
alignment take little long expect,pos,
like free inspection,pos,
shreya reply initial query quick,pos,
consider free oil,neg,
price improve customer well,neg,
sound job great mechanic,pos,
long time customer keep come back,pos,
service do,pos,
ca believe,neg,
consistency delivery,pos,
receive excellent support jw seagon,pos,
thrill service,pos,
amaze level technology happy,pos,
improve seat cover incorporate sponge side stock,neg,
excellent service delivery fast accurate,pos,
registration issue,neg,
welcome great frank amaze,pos,
excellent service though slight expensive,neg,
great benchmark service centre like waiyaki way,pos,
fantastic customer service technology team,pos,
staff efficient mechanization superb,pos,
beyond happy service,pos,
sound customer relationship,pos,
efficient knowledge guy,pos,
nonetheless keep,pos,
display professionalism,pos,
sound service qualify,pos,
service orderly seasonable,pos,
food sound service perfect,pos,
already comfort,pos,
simple,pos,
guard friendly,pos,
staff comfortable train,pos,
prefer come alternative go mechanic,pos,
poor response zamara staff,neg,
fair washroom impress,pos,
everything else okay apart delivery time,neg,
friendly commit,pos,
welcome reception madam damaris,pos,
staff need,neg,
mechanic efficient,pos,
moderate fast,pos,
sound job guy,pos,
george team wonderful,pos,
cash discount would make happy,neg,
happy total process,pos,
customer service board,pos,
come,pos,
service fast,pos,
awesome customer service sharon nd group,pos,
efficient customer care sound reli profession advise,pos,
excellent customer relation sound quality work,pos,
impress autoexpress hood,pos,
lovely ambiance,pos,
fup quite snail move speed,neg,
simple opinion long time excellent customer verge quit relationship,neg,
simple opinion long time excellent customer,neg,
incessant happy everything team,pos,
judy mwiti give sound person service past year thank,pos,
get sound service autoxpress alignment purchase sound quality tyre,pos,
sound reception,pos,
nice atmosphere knowledge mechanic make easy understand,pos,
fit dunlop tyre happy,pos,
excellent service sound customer service,pos,
wait total day partial source forbisnt real fun,neg,
need improve queue mtg,neg,
service fast efficient staff friendly knowledge sale service commend,pos,
excellent service reliability important keep word,pos,
first time though meet need,neg,
one stop shop everything tyre do e,neg,
sound first experience,pos,
great reception lady counter,pos,
friendly staff happy resolve issue advise foresee,pos,
sound service customer service,pos,
keep guy,pos,
keep mr,pos,
far sound ever since first visit branch happy,pos,
like champion oil reception sound,pos,
proffesionalism customer satisfaction,pos,
get value money professional attend,pos,
also admire seriousness employee,pos,
every thing,pos,
great staff reli service,pos,
great service customer relation,pos,
staff take vuna plan transparent answer question give information,pos,
would emphatic come,pos,
sound customer service skilled staff incessant smile moral,pos,
would emphatic come back,pos,
sound job seasonable delivery,pos,
service excellent take long serve,pos,
repeat customer thus numerous interaction sound,pos,
evetything prefect comfortable order,pos,
speed process,neg,
service provider advise consequent satisfaction,neg,
tend find cost replacement item,neg,
excellent service warranty guarantee reliabllity,pos,
excellent job sound service,pos,
service sound also customer relation ok,pos,
personnel friendly,pos,
every accommodative staff customer orriented,pos,
sound hospitality ready serve efficient,pos,
battery offer encourage,pos,
efficiency accuracy,pos,
sound job keep al come back,pos,
comfortable experience,pos,
nice good service,pos,
every time get,pos,
every time get service bay someone attend prompt,pos,
service great,pos,
service great customer care awesome,pos,
fact call phone ask price achilles quotation send immediate forward email come late order make excellent customer service keep,pos,
fact call phone ask,pos,
helpful staff ready go,pos,
impress customer service,pos,
service reli,pos,
speed slow,neg,
love service auto express keep come back,pos,
love service auto,pos,
westlands branch bettrr,neg,
service awesome n car service auto,pos,
insurance replacement tire give,neg,
love auto,pos,
price reduction would make happy,neg,
garage discount reduce price almost customer walk incentive bring client,neg,
also receive,pos,
staff profession seasonable attend task,pos,
autoexpress place come auto sevices,pos,
customer service experience perfect,pos,
maybe continue engage review improve,neg,
love co service,pos,
incessant well service,pos,
mix tyre pay poor alignment require rework two week,neg,
comfortable serve high train expertise,pos,
excellent service customer care,pos,
service excellent time take imrove,pos,
awesome staff great service,pos,
general happy,pos,
soft submit claim,pos,
keep goodwork,pos,
price though bite luxurious give economy may forgive due taxation,neg,
awkward one many question answer comfortable office seasonable way,pos,
service business year country rare find someone courteous efficient like eric,pos,
true outstanding certain great asset,pos,
issue far one exception change bupa cigna,pos,
everything excellence,pos,
aim regular customer car service work far sound,pos,
sound keep sound work,pos,
excellent staff will understand customer concern,pos,
convenient location,pos,
courteous staff,pos,
sound customer service transparency,pos,
eric incessant profession,pos,
happy client,pos,
workshop staff beatrice wonderful job,pos,
happy customer sound service,pos,
quick accurate info knowledge staff,pos,
sound experience,pos,
appreciate eric midigo florian michuki person assistance time hope future new membership,pos,
would make happy deal issue relate recent situation bupa question need also refuse take care Aesculapius expense travel expense relate recent accident hospitalisaion,neg,
bupa give safari plan disappoint,neg,
florian eric helpful,pos,
still wait bupa reimbursement december,neg,
incessant enjoy,pos,
serve sound tea reception,pos,
wpuldmalways recommend,pos,
great service far,pos,
sound customer service client relation,pos,
st connection health insurance provider client number year provide extra benefit,neg,
dentistry cover afford rat,neg,
food sound customer service perfect,pos,
food deliver,pos,
real love warm chicken salad thank customer care team insist try,pos,
real love banana cake,pos,
new customer order son love spicy chicken wing,pos,
guality sound,pos,
kudos team auto,pos,
excellent support,pos,
well discount tyre would,neg,
improvement move towards claim earn reimbursement premium happen sa particular vehicle cover,neg,
sound service probable need know particular tyre keepsindeflating,pos,
sound real love customer service counter team workshop team,pos,
l love energy,pos,
excellent service love,pos,
quality service,pos,
quick response,pos,
customer focus wonderful service please extend bungoma town,pos,
exquisite thank,pos,
text communication stop ago,neg,
quality service sound customer care,pos,
ninzuri nainafanyika kwa haraka,pos,
comfortable tire,pos,
eric extreme helpful continue,pos,
staff esspecialy mary helpful conversant explaing need team work car sound job,pos,
need energize battery,neg,
coffee dispenser weather make u,pos,
excellent staff friendly profession,pos,
excellent service round,pos,
customer service sound,pos,
eric helpful,pos,
believe package,neg,
incessant satisfy service offer autoexpress,pos,
find assistance,pos,
time client receive comfortable,pos,
service good expensive,neg,
staff wao,pos,
wish could get free tyre,neg,
keep thank much,pos,
already happy,pos,
service okay,pos,
car,pos,
like efficiency service,pos,
price puncture,neg,
value money could well,neg,
service eric mdigo,pos,
transition bupa cinga faultless,pos,
customer care service quite impressive,pos,
original product though price slight luxurious,neg,
perfection reception excellence work,pos,
lucky day mercer,pos,
free breakfast lunch,neg,
friendly helpful staff,pos,
staff courteous car service within short time,pos,
price ok,pos,
sound supply stock soft find convenient,pos,
sound supply stock soft find,pos,
quality advice also give,pos,
improve availability part,neg,
accurate diagnosis excellent customer relation,pos,
emphatic value money,pos,
quality of product is not very good,neg,
issue think,neg,
incessant avail,pos,
nice friendly staff efficient,pos,
everything excellent recommend,pos,
quality part,neg,
one stop need,neg,
take long get tyre sister,neg,
hasten service different great idea deliver service level quality far well cheap avail petrol station jus kali place,neg,
great communication go offer quick service,pos,
efficient work,pos,
iam happy customer,pos,
would appreciate consistency,neg,
quick service prompt profession,pos,
well discount,neg,
service sound quick helpful general happy tyre insurance,pos,
great reception staff,pos,
like everything auto,pos,
expert sound,pos,
offer well discount exist customer order attract new one,neg,
great friendly service,pos,
service delivery,pos,
great staff lady welcome  see exact do vehicle,pos,
friendly concern,pos,
bite expensive,neg,
work do prompt,pos,
technician know stuff,pos,
receive sound customer service,pos,
like new wrap chicken harisa,neg,
new wrap sound chicken harisa,neg,
staff helpful profession,pos,
due efficient service give respective happy,pos,
nice hospitality comfortable inform staff,pos,
would appreciate free wheel balance,neg,
sound experience staff keep sound work,pos,
sound customer service staff,pos,
imprest organization thank,pos,
proper customer service branch,pos,
kind get work office number,neg,
wonderful service sound customer service,pos,
responsiveness attitude work customer relation,pos,
come several time visit,pos,
customer care service care unique,pos,
increase variety,neg,
emphatic say get value money,pos,
comfort place wait,pos,
also  balance boastful x tyre others could,pos,
free coffee,pos,
high discount,neg,
sound job l lake,pos,
keep go,pos,
sound client service n advice staff valu,pos,
try reduce price commodity litte bite,neg,
team friendly,pos,
sound place service car,pos,
profession stress free service,pos,
enjoy first service thank andrew,pos,
quality customer service,pos,
service expensive,neg,
sound customer service keep,pos,
open branch country wide job do satisfaction,pos,
excellent job incessant come back,pos,
use supply sound quality brand replace mediocre stuff,neg,
staff excellent commit work,pos,
sound job excellent customer service,pos,
sound price friendly staff,pos,
puncture repair sort fast thank guy,pos,
sound communication customer care,pos,
service okay employeesbwere nice fast,pos,
customer care tip top,pos,
buy goodyear efficient grip period le mileage already claim n buy new tyre competitor coz could risk damage,neg,
find everything ok,pos,
speed sound team morale,pos,
price fair,pos,
approach handle client term need offer way solve matter,pos,
sound troubleshoot procedure,pos,
ann demonstrate great ability listen understand essence hence add humanity value service,pos,
promote excellent service form guy keep,pos,
experience never let,pos,
come back,pos,
presentation customer,pos,
regular customer enjoy service l get,pos,
give afford rat,neg,
fast n convienient,pos,
get comfortable staff,pos,
keep itup enjoy,pos,
excellence customer care service,pos,
please pleasant communication staff profession service,pos,
communication quality service reception,pos,
prudence also,pos,
also offer,pos,
score poor reply mail call,neg,
fo example request merge previouse employer contri,neg,
complaint although age capture accurate,neg,
date birth january,neg,
keep itup,pos,
give special discount repeat customer,neg,
lucky day walk away sound bar system,pos,
side staff kudos youre,pos,
platform,pos,
time queue long,pos,
lovely people care customer outstanding,pos,
wait long time get battery replace,pos,
sound customer service sound staff,pos,
would prefer communication,neg,
sound efficient service make one stop shop,neg,
feel fitting shock spring free alignment without,neg,
comfortable organize team,pos,
excellent customer service technology expertise suspension system,pos,
kelvinexplained comfortable problem correct fault,pos,
service ok,pos,
staff give technology advise cool work environment friendly staff,pos,
nime ridhika n,pos,
incessant pleasant service,pos,
great service reliability,pos,
glad come,pos,
sound staff service quality,pos,
fair neat workshop sound quality service,pos,
fast friendly staff,pos,
cooperative staff work quality sound,pos,
reception area guest,pos,
bite expensive compare others,neg,
mechanic know,pos,
communication,neg,
thank sunday support,pos,
bi expensive balance,neg,
sound service cooperation nice staff,pos,
price friendly,neg,
much interaction zamara,neg,
impress first time approach,pos,
price luxurious,neg,
quality team msa rd,pos,
serve lot respect brenda chemutai,pos,
staff knowledge,pos,
comment issue,neg,
introduce discount,neg,
impress tyre,pos,
sound service product sound communication skill though price lower little bite,pos,
excellent staff,pos,
customer care service great,pos,
fast efficient team workshop,pos,
assurance sale,pos,
reputation base recommendation,pos,
wservice long workshop,neg,
customer service excellent continue create sound pr client,pos,
amaze staff member,pos,
polite friendly staff,pos,
answer question honest hence feel,pos,
bite expensive bring,neg,
quick fast customer service,pos,
okey,pos,
confident service,pos,
price expensive,neg,
quick service genuine guidance employ personnel,pos,
would come back,pos,
efficient sound quality service product,pos,
sound facility,pos,
price afford although would prefer well,pos,
sound sale team,pos,
incessant serve comfortable,pos,
quality service offer,pos,
look forward engage,pos,
get want thank team arrange,pos,
ur kisumu team prompt friendly,pos,
snack shop around would,pos,
assist u many time make claim comfortable keep u inform go cover industry,pos,
lovely great,pos,
response email request take almost hour,neg,
duration take resolve,pos,
coffee customer,neg,
refreshment,neg,
sound service sound customer service,pos,
proactive,pos,
would work comfortable continuous education member right benefit,neg,
first time service okay,pos,
cost item bite pricey,neg,
expensive different service staff okay,neg,
quick survice availabily genuine part sound host ability,pos,
great staff member,pos,
guy fantastic,pos,
wonderful service though,neg,
discount tyre,pos,
cup tea coffee nescafe machine wait serve,pos,
please let know,pos,
staff mombasa,pos,
also receive warm welcome reception,pos,
staff friendly ready assist,pos,
do great job,pos,
happy service provide emphatic come back,pos,
prompt responsiveness staff call,neg,
second chicken harissa,pos,
food amaze even recommend friend order say,pos,
staff commit ready,pos,
overall programme add value startup perspective,pos,
also give ample time response supply documentation,pos,
bundle theft auto renew unlimited bundle ahead expiry thereby,neg,
coffee great,pos,
expec first time,pos,
real appreciate availability cup,pos,
discount voucher,pos,
ok service,pos,
happy  contri,pos,
zamara comfortable know excellent service actuary Aesculapius general insurance life insurance,pos,
organize regular member,neg,
average customer experience,pos,
work value money aspect share information comfortable investment vehicle make luxurious return,neg,
incessant back,pos,
experience work zamara sound overall,pos,
responsivenss customer need quick resolution challenge,pos,
incessant serve comfortable even book,pos,
fast service autoxpress,pos,
quality team work,pos,
fantastic job,pos,
sound reli service,pos,
fast workmanship workshop,pos,
branch deserve score put,neg,
regrettable msa road branch deserve clientele,neg,
kudos branch,neg,
sound orientation,pos,
th service,pos,
due early experience colleague hesitant recommend madison others,neg,
experience also make take policy child,neg,
call april tell payment process,neg,
call inform cheque would deposit monday,neg,
service extreme,pos,
wonderful customer,pos,
kind reduce service,neg,
appreciate staff,pos,
feel least customer like would receive,neg,
understand positivism attitude,pos,
incessant receive prompt response excellent support,pos,
website show something different receive show Siam noodle salad veget get pasta,neg,
fantastic lot,pos,
jovial switch,pos,
seasonable service comfortable inform staff smooth hot cup hot chocolate,pos,
complain far,pos,
since change brand update forthcoming furthermore online access long avail,neg,
get help whenever,neg,
people assume tyre,neg,
kind update u tax allow amount do hence benefit one retire dec,neg,
improve value money increase interest,neg,
hope enlighten u get,neg,
zamara courtesy inform u,neg,
staff member antiphon question member,pos,
ok proceed,neg,
excellent customer service fast,pos,
communication excellent,pos,
online service,pos,
quality communication mean quality staff value money,pos,
wonderful team know employ,pos,
far sound still improve customer satisfaction,pos,
first happy get statement,pos,
great customer service warm reception,pos,
everything ok need fast,pos,
incessant enjoy service,pos,
l love,pos,
dont know responsible account,neg,
people concern answer,neg,
recommend autoxpress customer,pos,
happy invest old mutual,pos,
ask payment,pos,
warm reception friendly knowledge technician forget hot coffee avail wait serve,pos,
impress sound service customer relation,pos,
service iko sawa n level price,pos,
service iko sawa n level,pos,
could wide range tyre,neg,
go extra mile meet customer need propose solution,pos,
go extra mile meet,pos,
incessant get serve,pos,
promise call,neg,
claim early staff decline,neg,
feel dissapointed issue fault make,neg,
tyre bulge get,neg,
since leave faulty tyre,neg,
definately back,pos,
friendly staff goodbattitudebtowards service delivery,pos,
would great,pos,
incessant do,pos,
ticket prompt open soon send email,pos,
exquisite short response time would great,neg,
event real awesome,pos,
consistency service continuous improve,pos,
online platform create enhance prompt access ratification pension contri,pos,
first time receive statement zamara,neg,
date birth oct yet indicate july,neg,
engagement shall well position,neg,
first,neg,
great stuff autoxpress,pos,
satisfy service keep come,pos,
satisfy service keep come back,pos,
sound customer relationship improve price,pos,
quick service excellent work,pos,
fast n sound job,pos,
second time auto press happy,pos,
service handle without issue,pos,
believe,neg,
well member education,neg,
overall humble staff great service provide,pos,
convienient,pos,
service sound incessant,pos,
incessant awesome work thika team,pos,
incessant place choice auto service,pos,
thank statement,pos,
express service happy technology staff reception,pos,
great customer service quick job,pos,
give,neg,
issue raise,pos,
online system need upgrade make user friendly,neg,
fabulous customer care service,pos,
staff lusaka road,pos,
excellent worker,pos,
discount return customer,neg,
team communication product convince date,pos,
everything one roof,pos,
extreme experience gen mathenge,pos,
advise comfortable product get marylyne,pos,
occasion,pos,
occasion excellent service,pos,
new policy would  rate year,pos,
friendly okay,pos,
service efficient,pos,
serve noble staff,pos,
price,pos,
nice bt improve,neg,
first visit service meet expectation,pos,
everything sound auto xoress,pos,
staff comfortable dress right uniform,pos,
sound customer care service incessant key every business satisfy client worth retain,pos,
job do comfortable fast,pos,
please service,neg,
auxp maintain level throughout branch,neg,
great team get,pos,
excellent reception explanation,pos,
sound work environment friendly staff,pos,
offer value money,pos,
happy extreme fast service,pos,
convenient,pos,
alignment charge bite luxurious appreciate free inspection,pos,
chai pia,pos,
service mzuri sana n,pos,
efficient humble quality service,pos,
great incessant,pos,
sound keep,neg,
deserve attention customer,pos,
technician work,pos,
great value money,pos,
extreme impress warm reception service offer entire team,pos,
thank wonderful experience,pos,
first time customer real impress service,pos,
retail counter sale proactive engage customer,neg,
service exellent great discount,pos,
n discount plus need nokia,pos,
le communication,pos,
think proactive enough member statement chase example,neg,
great consistency information client,pos,
happy morng exellent,pos,
happy morng exellent service sound customer service lady pam,pos,
coz job intact fast without waste timej,pos,
customer service excellent,pos,
current happy,pos,
guy great customer service,pos,
excellent customer service staff,pos,
sound reception exemplary service,pos,
add would recommend,pos,
thank keep word tyre,pos,
job comfortable do,pos,
excellent staff service,pos,
customer satisfaction guarantee,pos,
quick precise,pos,
also give,pos,
give excellent customer service speed,pos,
vehicle ok,pos,
trust autoxpress,pos,
incessant comfortable,pos,
never disappoint product,pos,
sound job do,pos,
staff knowledge need do,pos,
organise team,pos,
keep sound work serve client,pos,
communication regular update,neg,
proffesional service efficiency,pos,
recommend anytime,pos,
excellent consistent satisfactory service,pos,
first experience shop far sound,pos,
customer service workmanship sound,pos,
love service asalways,pos,
great spot convenient seasonable service,pos,
quality communication sound l ca complain,neg,
excellent service kisumu branch,pos,
happy customer never dissapointed,pos,
never know service,pos,
friendly worker sound price,pos,
improve price,neg,
never disappoint service ever since,pos,
get value money,pos,
like professionalism,pos,
agent say warrant lack information,neg,
agent say warrant lack,neg,
happy supervisor check,pos,
kate helpful,pos,
would incessant recommend zamara service interact relation matter pension happy,pos,
issue  access link,neg,
impress staff andrew detect,pos,
fast efficient thank,pos,
improvement staff,neg,
everything unit sound strong communication customer agent get tv complete contract make happy,pos,
excellent customer service satisfy customer,pos,
strong work team grind enhance,pos,
time agent reach,neg,
high competent agent,neg,
service deliver expeditious current experience problem radiant_energy operate connect c,neg,
sound job even worker sound talk happy,pos,
profession pleasant experience,pos,
improve communication within,neg,
product work perfect,pos,
sound service comfortable happy mechanic plus time conscious,pos,
incessant come,pos,
everything awesome,pos,
great team mombasa road,pos,
mumbai assist friendly manner incessant come back assistance,pos,
mumbai assist friendly manner,pos,
content product service,pos,
sound customer service reason customer,pos,
product sound customer suggest large torch radiant_energy station include,neg,
money release fast request,neg,
add bay efficiency,neg,
unit sound charge system fail,neg,
efficient guy,pos,
thank guy fix tanker tyre fast,pos,
unit service sound,neg,
thank zipporah incessant sort vehicle,pos,
much knowledge company score average,neg,
plead speak bos discount,neg,
happy customer soo far,pos,
technician slow need little bite fast,neg,
nimefurahia huduma zenu nitaendelea kua mteja wenu na pia ntakua balozi wenu kwa wateja wengine asanteni,pos,
sound reception quality service,pos,
get know current offer,pos,
payment do daily basis,neg,
wonderful team,pos,
comfortable organise team,pos,
wycliffe incessant helpful,pos,
customer care service handle customer comfortable,pos,
order new lamb bowl,pos,
meal get order wrong address despite,neg,
beer overprice sauce bland,neg,
add workshop staff,neg,
dissapointed since take microwave purchase shop take month repair take last month till havent tell collect,neg,
listen customer,pos,
attend fast,pos,
make come two tyre,pos,
early l also service garden city branch nairobi,pos,
nice experience,pos,
sound honest service,pos,
enjoy experience,pos,
staff welcome knowled wide check,pos,
time autoxpress service,pos,
sound work do,pos,
sound customer service friendly staff,pos,
ua service n nyc job communication plus advance much sound service job n excellent work corruption,pos,
service average sound,pos,
staff supportive honest record intact felt like someone care drive,pos,
honour warranty,pos,
thank city centre team,pos,
sound staff comfortable do counter sale source air filter townace,pos,
would say keep nc,pos,
product sound,pos,
terrible experience,neg,
comfortable attend service friendly,pos,
happy camper right,pos,
thank much,pos,
please facilitate car wash service make one stop shop also discount place day purchase tyre need car service,neg,
either duration use discount different useful,neg,
location,pos,
thank tea,pos,
everything excellent,pos,
possible reduce price,neg,
regular interaction zamara,pos,
pay daily rather hebdomadal,neg,
satisfy product service,pos,
well rate,neg,
comfortable do job,pos,
thank team c,pos,
excellent fun,pos,
low price spair part like spark plug high desire,neg,
get u royalty card,neg,
recommend job,pos,
branch open recent,neg,
branch open recent wait long serve,neg,
recommend friend since service station rival auto express kakamega,pos,
enjoyable surprise remember within guarantee change,pos,
fix record time work excellent,pos,
irequest somebody leave retire retrench job,neg,
though service bite expensive,pos,
disadvantage luxurious price,neg,
take book alternative first come first serve basis,neg,
price make cheap,neg,
mercy comfortable passionate,pos,
daily payment possible,neg,
customer ample satisfy,pos,
product service,pos,
addition need improve speed,neg,
different service,pos,
prompt attention,pos,
improve agent service,neg,
comfortable customer,pos,
duration contract extend,neg,
charge system poor,neg,
customer request make,neg,
give bonus incentive,neg,
price reason radiant_energy torch need work last long hour,pos,
satisfy product,pos,
consider special offer,neg,
little work,neg,
item need stock,pos,
plus cappuccino,pos,
fast service indeed workshop,pos,
great efficient service polite waiter,pos,
consider recommend price,pos,
agent quick antiphon issue affect,neg,
sound great servic,pos,
love general mathenge,pos,
first time use autoxpress much impress warm welcome friendly staffssith quality service,pos,
app customer,neg,
product pocket friendly compare price kerosene,pos,
agent avail,neg,
sound staff thank city center,pos,
reception sound also service garage especial person service car sound profession person recommend others,pos,
sound first time see,pos,
singh extreme helpful,pos,
profession staff comfortable,pos,
like everything,pos,
comfortable do keep,pos,
team patient sound thing,pos,
incessant rely auto,pos,
treat comfortable get free service,pos,
technician john knowledge profession,pos,
love ngong road,pos,
provide gift ramadhan,neg,
far everything,pos,
nice staff cooperate,pos,
ca help come,pos,
regular customer never dissapointed,pos,
mechanic staff,pos,
service fast reli,pos,
hotpoint service excellent,pos,
amaze work skilled worker warm welcome,pos,
customer satisfy,pos,
profession service sound staff,pos,
customer suggest could give tcode time credit,neg,
take long service,neg,
absolute impress staff,pos,
professionalism agent rude,neg,
sound staff serve customer joy,pos,
excellent communication give honest feedback even pleasant,pos,
real express service friendly cost,pos,
coz get problem th vehicle,pos,
expect today one stop shop,neg,
kshs costly,neg,
first time reception sound,pos,
score way since please,pos,
package pocket friendly compare kerosene whose price escalate,pos,
people talk interact,pos,
cost lower,neg,
light enhance security compound,pos,
need provide coffee customer,neg,
great staff excellent service,pos,
relation customer azuri,pos,
far complain side,pos,
free service,neg,
radiant_energy operate unless connect charge system lot,neg,
attend comfortable every time serve service swift effective,pos,
congratulation auto express thank exemplary performance,pos,
friendly staff sound davison impend repair,pos,
nimependezwa na kazi nzuri na wafanyikazi wakarimu,pos,
radiant_energy work agent do,neg,
service ok ell train persell,pos,
introduction daily payment would well,neg,
customer would real like get tv package contract,pos,
price also luxurious,neg,
thanx team cc,pos,
efficient seasonable,pos,
felt,pos,
effective term,pos,
chance disappoint company,neg,
lack communication,neg,
quite quick,pos,
comfortable train staff customer service woow,pos,
comfortable train staff,pos,
everything okay,pos,
make wheel alignment free customer buy piece tire,neg,
sound reception service,pos,
appreciate courtesy,pos,
join team,pos,
follow do without give,pos,
error data antecedent enter correct prompt statement issue,pos,
excellent service time never issue,pos,
comfortable customer care service damaris team simple comfortable,pos,
incessant pleasure auto,pos,
excellent job staff knowledge real impress autoxpress thank,pos,
attendant take number promise call,neg,
great experience,pos,
quick turn around time sound communication staff,pos,
price reduce,neg,
prompt service nice staff skill knowledge,pos,
first time branch,pos,
snack accompany tea,neg,
cost seem slight high,neg,
excellent service incessant come back,pos,
service incessant great,pos,
job comfortable do city centre,pos,
great service recommend,pos,
customer long time incessant please service,pos,
incessant happy back,pos,
friendly kid engage,pos,
free service great,pos,
use competent staff genuin part,pos,
improve communication whenever,neg,
excellent reception sound product,pos,
go extra mile,pos,
email receive,neg,
sell shock last month give guarantee consider hot,neg,
staff friendly ready help,pos,
thank u branch cc warm welcome counter lady happy,pos,
take long,neg,
efficient staff,pos,
staff remark friendly service excellent,pos,
please consider fast turn around,pos,
please consider fast turn around time,neg,
emphatic recommend customer,pos,
josephat particular diligent,pos,
love customer service,pos,
incessant happy service,pos,
customer service exemplary,pos,
recommend friend come ngong road branch,pos,
autoxpress never disappoint,pos,
wiper fix job wasnot comfortable do,neg,
eric job redo do mwangi,neg,
propose proper check supervise techinician job poor fix cause accident road even arrest police,neg,
different rest job comfortable do,neg,
improve turn around time service,neg,
autoxpress team cater identify ample problem,pos,
customer care freindly work do,pos,
customer care freindly work do short time,pos,
sound service keep,pos,
every time leave smile,pos,
every time leave,pos,
stuff great,pos,
love autoxpress service everyday nice sunday,pos,
send text,neg,
informative statement receive prompt,pos,
customer service wow,pos,
like service edwin sound communication,pos,
sound job abuu,pos,
